panelist,W614,W615,W616,W617,W618,W619,W620,W621,W622,W623,W624,W625,W626,W627,W628,W629,W630,W631,W632,W633,W634,W635,W636,W637,W638,W639,W640,W641,W642,W643,W644,W645,W646,W647,W648,W649,W650,W651,W652,W653,W654,W655,W656,W657,W658,W659,W660,W661,W662,W663,W664,W665,W666,W667,W668,W669,W670,W671,W672,W673,W674,W675,W676,W677,W678,W679,W680,W681,W682,W683,W684,W685,W686,W687,W688,W689,W690,W691,W692,W693,W694,W695,W696,W697,W698,W699,W700,W701,W702,W703,W704,W705,W706,W707,W708,W709,W710,W711,W712,W713,W714,W715,W716,W717
14136911,2,2,2,1,2,1,0,1,0,2,3,0,1,3,0,1,0,1,1,1,0,3,1,0,2,1,1,1,2,2,2,2,1,1,0,1,2,2,1,1,2,0,0,1,1,4,1,2,1,3,1,1,2,1,2,1,1,2,0,1,1,1,2,1,1,2,0,2,2,4,1,4,0,2,0,2,1,0,1,2,1,2,2,1,0,1,1,0,2,1,1,1,1,2,1,0,2,2,1,1,2,1,0,0
14137166,1,2,0,1,1,0,0,2,0,1,2,1,0,0,1,1,1,1,2,1,0,1,0,1,0,2,0,1,3,1,1,0,1,0,2,1,0,1,1,1,2,0,1,2,1,2,0,2,2,1,1,1,0,2,2,1,0,0,1,1,0,1,1,1,0,1,0,1,0,2,0,0,2,0,1,2,1,1,1,1,0,0,2,0,0,1,2,2,1,0,1,1,1,2,1,0,1,0,1,0,1,1,1,0
14137471,0,2,2,2,1,2,2,2,2,1,0,0,1,2,0,1,1,1,1,2,1,0,0,1,0,2,1,0,1,1,1,2,1,1,0,3,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,3,1,1,2,1,1,0,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,0,1,1,2,0,1,1,2,2,1,1,0,3,0,2,1,0,2,1,1,1
14138081,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
14138214,6,4,3,5,5,9,4,1,0,7,2,5,2,5,2,2,2,3,3,2,9,4,2,3,3,4,3,3,1,2,2,4,1,0,1,0,1,0,0,0,0,1,1,0,2,3,3,1,6,2,3,0,0,2,1,0,2,5,4,1,3,0,3,3,3,0,1,3,1,5,3,3,2,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,3,0,2,2,1,2,0,0
14138677,3,1,2,2,2,0,3,1,2,2,3,3,2,1,2,2,0,1,1,0,1,0,2,1,0,2,1,4,1,1,1,1,2,1,1,1,1,2,2,1,2,3,0,1,2,2,0,2,2,1,1,3,2,2,2,0,0,2,2,2,4,0,4,1,2,0,2,0,2,1,2,2,1,0,2,3,1,5,2,3,1,0,1,2,2,0,2,1,0,2,2,0,0,1,2,1,4,1,2,1,2,0,3,1
14138776,2,6,4,3,3,8,3,8,8,4,0,3,6,2,6,4,5,3,0,6,7,5,4,7,4,5,8,4,2,4,5,7,4,4,2,5,6,7,7,7,4,6,2,2,6,7,5,9,6,6,8,3,9,8,5,8,7,8,7,7,10,8,0,5,7,8,9,9,8,1,9,8,6,7,6,7,9,6,7,7,4,5,5,4,4,6,5,4,8,5,6,5,4,6,4,6,6,3,6,7,8,2,8,4
14138859,1,0,1,2,0,0,1,0,1,1,0,0,0,0,1,3,1,0,2,1,0,1,0,1,2,0,1,1,1,0,0,2,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,2,2,0,3,4,1,1,0,4,0,2,4,1,0,1,0,1,7,2,3,3,1,1,4,3,0,3,7,2,2,3,2,2,1,7,9,9,4,5,3,2,3,3,1,2,3,3,1,1,3,4,4,5,3
14138917,4,2,2,3,2,0,0,2,1,1,0,1,1,0,0,1,2,1,3,1,2,1,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,2,1,1,1,0,2,0,1,2,1,1,0,1,1,0,3,1,1,1,0,1,1,2,2,1,3,1,0,1,1,0,2,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,3,1,3,3,4,1,1,1,0,0,1,2
14138974,1,1,2,0,1,2,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,2,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,1,0,3,2,0,2,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,2,0,0,1,0,0,0,1,0,2,0,1,0,1,2,0,0,2,1,0,0,0,1,0,0,1,1,1,0,0,2,0,0,0
14139196,3,3,3,3,3,3,2,4,3,3,4,4,1,4,2,4,1,3,4,3,3,0,0,0,2,1,1,0,3,1,1,2,1,2,3,0,2,0,0,0,2,1,1,2,2,2,2,2,2,2,3,1,2,1,2,1,2,3,1,0,0,1,1,0,0,2,1,0,1,0,0,1,1,2,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,2,2,0,1,0,1,1,1,0,0,1,1,1,1
14139212,1,1,0,1,1,2,1,2,1,1,1,1,0,0,2,1,2,0,3,2,1,2,0,2,0,1,2,4,1,1,1,2,1,0,2,1,0,2,3,1,2,0,1,2,3,1,0,0,0,1,1,2,0,0,0,1,3,0,0,0,1,0,2,1,2,1,0,0,1,0,1,0,2,0,1,1,1,0,1,0,0,0,1,1,1,0,2,2,1,1,0,1,1,0,3,3,0,1,2,0,0,1,0,0
14139436,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,2,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
14139576,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,3,0,0,0,0,0,1,4,1,0,1,0,1,0,1,1,0,5,0,0,1,3,1,3,1,1,2,3,0,2,2,0,0,2,0,0,2,4,0,3,2,1,5,1,2,1,1,2,1,2,0,0,0,2,0,0,1,2,0,0,1,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
14139873,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,2,1,1,1,0,2,2,0,0,1,0,2,1,1,0,1,0,1,1,0,0,0,0,2,1,1,1,1,1,1,0,2,1,0,0,2,2,3,1,1,2,0,2,0,0,2,2,1,1,1,1,2,1,0,1,1,0,0,1,0,0,0,1,0,1,2,0,2,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1
14139907,1,2,1,3,0,2,2,3,3,2,2,2,2,2,2,3,3,3,3,1,2,4,3,2,2,3,2,2,2,2,2,1,3,3,2,3,3,2,1,2,3,3,3,3,2,2,3,2,3,2,2,3,2,3,3,2,3,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,4,3,3,2,3,2,2,1,1,1,1,1,3,3,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3
14139964,1,0,0,0,2,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,2,1,0,1,1,1,0,1,0,2,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,2,0,0,1,0,0,0
14140038,2,4,3,2,4,6,1,4,3,5,6,6,4,5,7,5,5,4,4,1,10,2,6,5,3,4,4,5,4,2,3,5,4,6,2,7,7,5,7,4,8,4,5,3,5,5,3,2,1,5,0,9,2,2,5,3,2,3,4,4,3,3,5,3,4,3,2,5,4,5,4,5,3,3,6,4,3,2,3,2,0,0,1,2,2,3,4,6,4,1,3,4,3,4,2,4,3,2,5,1,4,4,4,3
14140285,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,2,0,1,0,2,1,1,2,0,0,0,1,0,1,3,0,1,1,0,0,1,1,0,0,2,1,1,0,0,1,1,0,1,1,2,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0
14140665,1,1,0,1,1,0,1,1,2,0,1,0,1,2,1,1,0,1,1,1,3,2,5,2,4,1,2,0,0,2,3,1,2,0,1,1,1,1,4,0,1,0,0,1,0,0,3,4,1,4,2,3,0,1,2,1,0,2,0,2,2,2,1,2,2,1,3,1,1,0,4,3,1,2,2,0,1,2,0,2,1,2,2,0,1,1,2,1,0,2,1,2,0,2,5,1,3,1,2,1,1,0,1,2
14140749,2,4,3,2,1,2,1,0,2,2,3,1,2,2,2,1,2,2,2,1,1,2,3,1,1,3,3,1,1,1,2,1,1,1,1,2,2,0,3,2,1,1,2,1,1,0,0,2,2,3,1,2,1,0,0,0,0,3,0,2,4,3,1,2,0,2,1,3,1,2,2,1,1,1,1,2,1,2,2,1,3,1,2,2,1,3,2,2,1,1,2,1,2,3,2,2,1,1,2,4,1,1,0,2
14140822,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,2,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,2,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0
14140988,2,2,2,2,0,2,4,2,2,2,2,0,0,1,2,2,2,1,3,2,2,2,1,2,3,1,2,0,2,2,0,2,1,2,2,2,4,0,4,2,2,1,1,1,3,1,2,1,0,2,2,0,4,3,0,2,2,2,2,0,1,1,2,0,2,2,1,0,2,0,1,2,3,0,1,2,0,1,0,2,3,0,4,0,0,3,1,0,2,1,1,0,2,1,2,0,0,1,2,3,0,4,1,0
14140996,2,1,1,1,2,1,0,0,1,0,1,2,0,0,2,0,0,2,2,0,0,0,2,0,1,1,0,1,1,2,3,1,2,2,3,4,0,0,0,1,2,0,2,2,2,2,3,3,1,2,2,2,2,0,1,1,2,0,3,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,2,0,1,1,2,2,1,2,1,2,1,0,2,0,3,1,0,2,1,2
14141002,4,4,0,0,0,2,0,2,7,2,0,2,0,0,4,2,0,0,0,3,5,4,0,2,4,4,0,1,2,0,0,0,2,0,0,4,0,0,1,4,0,0,0,2,2,2,2,2,2,2,5,2,2,2,2,0,0,2,0,5,4,2,0,1,0,4,0,2,0,0,2,2,2,0,2,2,0,0,0,0,1,2,2,0,0,2,2,2,2,0,0,2,2,0,2,1,2,0,2,0,0,2,4,0
14141309,1,1,1,1,3,1,3,3,1,2,3,1,2,0,7,1,3,0,1,1,0,0,2,0,1,1,1,1,1,1,1,0,1,1,1,1,0,3,1,1,1,1,1,1,4,2,2,1,1,1,0,0,1,0,0,1,0,0,2,0,2,1,1,1,1,1,1,1,1,2,1,3,3,1,0,2,0,1,1,2,2,2,1,1,2,1,4,1,2,1,1,2,2,1,3,1,2,1,2,0,1,2,0,1
14141333,1,3,3,3,1,6,3,4,5,3,4,5,3,2,2,3,2,1,1,1,2,0,3,0,2,2,1,3,2,2,3,2,1,2,1,2,1,3,1,3,1,3,0,3,1,3,3,3,0,3,1,1,1,2,0,2,1,2,2,1,2,2,0,2,1,0,1,1,0,2,2,0,0,1,1,1,4,3,1,0,0,1,1,1,2,3,0,2,3,1,0,2,0,0,1,2,0,4,1,0,2,1,1,0
14141473,1,0,3,2,1,3,1,1,1,1,1,0,1,0,1,2,0,2,1,0,2,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,2,1,1,2,0,2,1,0,0,0,2,0,0,0,2,1,1,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,0,1,1,1,1,3,1,0,0,0,0,1,0,0,1,1,1,0,1,0,2,1,1,0,1,0,1,1,1
14141481,3,3,1,2,1,0,1,1,2,2,3,0,1,1,2,1,2,1,5,1,1,4,2,0,0,4,3,2,0,1,2,5,2,3,3,6,4,1,2,2,4,2,4,0,2,4,5,0,2,2,2,1,1,3,2,3,4,1,3,2,1,1,1,1,1,1,2,2,0,0,5,4,2,0,1,0,1,2,2,2,2,1,2,0,0,4,3,2,2,1,1,2,1,4,2,6,0,0,3,1,0,4,2,4
14141614,1,2,1,0,0,2,0,2,1,1,0,2,1,1,1,4,1,1,0,1,1,1,2,2,0,1,1,1,0,1,1,1,1,1,2,1,1,1,2,1,3,2,2,2,2,2,3,1,5,2,2,0,1,3,1,3,1,1,1,2,5,2,1,3,1,2,1,0,1,1,2,1,1,0,0,0,1,1,1,2,3,2,1,0,1,1,1,1,2,1,0,1,2,2,3,1,1,1,2,4,1,0,1,2
14141630,1,1,0,1,1,2,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,2,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,2,1,0,1,1,2,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,2,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1
14141820,1,1,1,1,1,2,1,1,0,0,1,1,2,2,2,1,3,1,1,2,1,1,1,1,1,1,0,2,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,2,2,1,1,1,1,1,2,1,1,0,1,1,1,1,0,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,0,1,2,1,1,1,1,2,1,0,2,1,0,1,1,0,0,1,0,1,0,2,0,1,1
14141994,0,2,2,0,1,0,1,0,1,0,0,1,2,0,1,1,1,2,1,1,1,2,2,0,2,1,2,1,1,1,2,2,2,1,1,1,2,0,1,2,2,1,2,0,3,1,0,2,3,2,2,1,2,0,1,1,1,2,2,0,1,0,3,3,2,2,1,1,2,2,3,3,1,2,2,1,2,1,3,1,3,1,2,1,2,3,1,0,3,2,2,1,1,3,3,0,2,0,1,1,2,0,1,3
14142026,1,2,2,2,1,2,1,1,2,1,1,1,1,1,2,3,1,1,1,1,0,3,1,2,0,1,1,1,1,1,2,2,2,1,2,0,1,2,1,0,1,1,1,1,1,1,1,1,0,1,2,1,2,1,0,0,0,1,1,2,2,1,2,1,1,1,0,1,0,1,1,1,2,1,2,2,1,0,1,1,1,2,2,1,1,1,3,1,1,3,1,0,2,2,0,1,2,2,1,4,1,1,0,1
14142083,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,2,0,1,1,2,0,1,1,1,1,0,1,0,1,0,2,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1
14142240,0,0,2,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,2,1,2,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,2,2,2,1,1,1,3,2,1,2,1,1,1,0,1,1,0,1,0,0,0,1,1,1,2,1,1,2,1,3,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
14142810,1,1,2,3,1,3,1,1,1,2,1,2,1,0,1,3,2,2,1,3,2,1,2,3,1,3,0,3,2,1,2,2,2,2,0,1,2,1,1,1,1,2,3,2,1,2,1,3,3,1,2,1,1,3,1,2,2,1,2,2,2,2,0,2,1,2,2,1,2,2,2,3,2,3,1,2,3,2,0,2,2,3,0,2,1,2,1,1,3,2,2,2,2,0,4,2,2,3,3,0,4,2,1,2
14143552,2,0,1,2,0,1,3,2,2,0,1,1,2,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,2,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,2,0,2,0,0,1,1,0,1,1,0,2,0,0,0,2,0,1,0,1,1,0,1,1,0,0
14143743,3,5,4,4,2,4,4,6,3,4,3,4,3,4,3,4,3,3,4,1,4,4,4,3,5,4,2,4,4,4,3,4,1,2,0,1,1,4,2,4,3,4,3,5,3,3,4,3,6,2,4,3,3,2,4,4,2,2,2,3,4,4,2,3,4,4,3,3,2,5,5,1,3,2,1,4,2,4,2,2,0,1,0,1,0,2,3,3,3,2,2,1,1,2,2,4,1,2,2,3,3,4,2,3
14144014,1,1,1,0,0,2,0,1,1,1,1,1,2,2,0,0,0,2,1,0,2,0,1,2,0,1,1,2,1,2,2,1,0,3,2,4,2,2,3,0,1,1,2,1,1,2,1,3,1,1,1,0,1,3,2,1,0,1,1,1,2,4,4,5,1,3,4,3,3,4,2,4,5,4,2,2,3,1,2,1,0,0,0,0,0,2,1,2,2,1,1,2,1,0,2,2,2,1,1,0,1,1,1,1
14144105,3,4,5,4,3,4,3,3,3,3,2,6,3,2,4,4,2,2,5,3,5,3,2,3,3,3,1,2,4,2,4,4,3,3,3,1,2,5,3,1,2,3,4,3,2,3,2,3,3,2,2,2,2,4,2,1,3,3,5,1,0,3,3,3,1,3,0,3,4,1,4,3,5,2,2,1,3,2,5,2,1,3,1,1,4,3,5,3,2,0,2,4,6,4,3,6,4,8,4,4,3,4,3,2
14144170,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,2,0,0,0,2,2,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,3,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
14144287,2,0,2,1,1,1,0,3,0,3,1,3,3,2,0,0,1,3,3,0,8,2,2,4,4,2,0,2,2,0,3,1,1,3,3,2,4,4,3,2,0,1,1,1,2,0,1,1,1,0,0,2,3,2,0,1,1,1,1,1,1,3,1,4,1,0,2,0,0,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,2,1,0,3,2,1,3,2,2,1,3,4,0,0,4,0,2,3,1
14144444,0,0,1,1,1,1,1,1,0,1,1,2,0,0,0,2,1,0,1,1,0,1,0,2,0,2,0,2,0,0,0,1,0,0,0,1,1,2,2,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,2,1,1,0,0,0,0,0,1,0,1,1,1,2,1,0,1,1,1,0,1,2,2,2,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,3,0,1,0,1
14144527,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,5,2,3,3,4,1,4,2,2,1,1,0,2,0,2,1,3,3,2,6,3,5,4,5,2,3,2,1,5,0,6,0,0,2,0,0,0,6,0,3,2,2,1,2,7,2,3,4,0,1,2,0,1,2,0,0,1,3,0,3,1,1,0,2,0,0,0,0,1,0,1,0,4,1,3,3,3,1,1,1,0,0,1,2,0,0,0
14144816,2,0,3,1,3,1,2,1,1,2,2,1,0,0,1,1,1,0,1,0,3,0,1,1,1,3,3,0,1,1,1,1,1,0,0,0,0,2,1,1,0,0,0,2,0,0,2,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,2,2,0,1,1,0,1,0,0,1,1,2,0,1,0,1,0,0,2,0,1,1,0,0,0,1,0
14144972,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,2,0,1,0,1,1,1,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
14145177,0,0,0,0,1,2,0,0,3,2,2,3,1,5,0,4,2,1,0,3,2,2,1,1,2,3,2,2,0,3,4,0,5,1,3,8,4,2,3,2,5,4,3,4,3,1,4,1,3,4,2,6,6,5,5,3,4,5,5,4,2,6,3,8,1,3,3,5,4,3,4,2,4,0,6,6,4,3,1,1,0,3,0,0,2,4,5,2,3,1,1,3,1,3,3,2,2,1,1,2,1,1,1,0
14145227,3,2,2,3,2,1,1,1,2,3,0,1,2,6,3,2,2,1,3,1,3,3,1,2,1,3,1,1,2,0,2,1,2,0,1,2,0,2,2,1,1,1,3,4,1,4,1,8,0,2,1,3,2,2,2,3,4,0,0,1,1,2,2,2,0,3,2,0,1,0,1,1,1,2,0,2,0,1,1,1,0,0,0,0,0,0,1,1,2,0,2,1,0,1,1,3,1,1,1,1,1,1,3,1
14146100,1,4,3,3,1,1,3,0,0,1,1,1,2,2,3,2,1,3,1,2,5,2,1,2,1,1,2,3,2,3,3,3,3,3,4,1,3,4,2,4,2,3,1,1,2,3,2,2,2,3,3,4,4,4,2,2,0,3,3,2,2,3,3,0,0,1,0,0,1,2,2,2,2,3,2,2,3,2,3,0,2,1,3,2,2,2,2,2,1,2,3,2,1,3,2,2,2,0,3,1,1,1,2,1
14146415,5,5,5,5,2,3,6,3,5,4,2,4,5,1,3,3,6,3,4,4,6,2,4,6,5,2,5,4,3,6,4,4,5,6,4,4,4,5,3,4,1,0,0,1,0,1,1,3,2,4,3,3,3,4,4,6,3,3,6,6,4,4,5,4,4,2,3,6,4,7,6,6,7,4,6,5,4,6,3,8,4,5,5,3,4,4,4,4,4,4,3,4,3,3,4,5,4,4,5,4,5,2,4,3
14146837,0,2,1,1,0,2,0,3,1,2,1,1,1,3,1,1,2,3,0,0,0,1,0,2,1,1,1,1,4,2,4,0,1,1,3,2,1,2,1,2,1,1,3,2,3,2,3,3,1,2,2,1,5,1,1,2,4,2,1,3,2,2,2,2,3,2,2,3,3,2,2,1,3,1,2,0,0,0,0,2,0,0,0,0,0,3,4,2,2,2,3,2,1,1,1,2,1,1,3,1,3,2,2,2
14146902,0,3,1,0,3,1,0,1,0,0,0,0,0,2,2,0,1,0,1,0,0,3,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,3,1,0,0,1,2,1,0,1,2,1,1,2,3,1,0,1,1,2,1,0,0,0,0,1,0,1,3,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,2,1,1,2,1,1,0,0
14147215,1,1,0,1,1,1,1,1,2,1,1,1,1,1,0,1,2,2,1,2,2,1,2,1,2,0,1,1,1,1,0,2,0,0,0,0,0,3,1,3,1,1,3,3,2,1,1,1,0,1,1,1,0,1,3,1,2,2,1,1,0,1,3,0,1,1,1,6,4,1,1,2,2,2,1,3,1,1,3,2,1,1,0,1,0,3,4,1,2,1,2,3,2,2,1,5,2,2,1,2,2,1,3,2
14147546,0,0,1,1,3,0,1,2,2,1,1,1,1,1,2,1,1,2,2,2,0,3,0,1,1,0,0,1,0,0,0,1,0,2,0,1,1,0,0,1,1,1,0,1,1,1,2,0,0,0,2,1,0,0,2,1,2,1,1,2,2,0,2,0,0,3,1,1,3,1,2,0,1,2,1,1,1,2,2,0,1,0,1,4,4,1,1,1,1,2,0,4,0,1,2,1,3,1,1,0,0,2,0,1
14147835,0,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,0,0,1,3,2,1,1,2,0,1,0,1,0,2,1,1,1,0,3,1,1,0,1,0,1,1,1,0,1,0,2,1,1,1,1,1,0,0,1,0,1,0,0,0
14147926,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,2,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,2,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1
14148049,1,2,2,1,0,1,4,5,3,3,1,2,1,0,3,2,2,6,4,1,4,2,1,7,3,2,4,3,1,1,5,5,2,1,3,0,6,2,7,3,2,3,2,2,2,4,0,4,4,2,2,4,4,2,3,2,1,5,0,2,0,4,4,5,2,0,2,3,3,3,6,5,4,6,2,5,4,4,4,3,1,2,3,3,4,3,3,5,1,7,2,2,4,3,1,6,2,3,6,5,3,3,1,1
14148452,2,2,3,1,2,2,3,3,7,2,5,4,2,2,2,2,3,3,1,5,3,5,4,4,3,3,2,3,4,1,2,4,2,4,2,1,3,4,4,3,6,3,3,6,2,2,4,5,2,3,4,4,5,1,3,4,3,3,3,7,5,4,3,3,2,4,3,2,5,4,3,6,6,8,1,3,6,5,3,6,4,2,5,5,5,5,2,6,5,5,4,4,2,2,6,5,5,5,1,2,4,4,4,6
14148585,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,2,0,1,1,1,2,2,2,1,1,0,0,1,2,2,1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,1,1,2,2,1,1,1,0,1,1,0,1,0,0,0,1
14148668,0,1,2,1,1,0,1,2,1,0,1,1,1,0,1,1,2,2,1,2,0,0,1,1,1,1,2,1,0,0,2,2,1,2,1,2,0,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,1,2,0,2,2,1,2,2,2,1,1,2,1,3,1,2,1,1,2,2,0,1,2,1,1,2,1,1,2,0,2,2,2,1,1,2,2,2,2,3,3,3,2,3,2,3,0,2,2,1,3
14148825,1,1,1,1,2,0,1,2,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
14149526,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,2,0,0,1,1,0,1,0,1,1,1,0,0,2,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,2,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1
14149617,6,1,2,3,4,3,2,2,8,5,4,1,2,2,1,2,6,3,1,4,2,1,1,3,2,0,0,2,2,0,2,1,2,1,1,1,6,5,2,4,1,4,3,4,2,3,2,1,8,1,0,3,0,5,3,2,6,2,4,2,3,3,2,3,3,3,3,4,1,1,2,0,2,4,3,2,2,2,3,4,3,4,3,2,4,3,6,2,1,4,5,6,5,7,7,2,6,3,4,3,4,3,4,2
